2,0,1000,1,GDOP, 1224460800.0
Time_ms,Pos_X,Pos_Y,Pos_Z,Vel_X,Vel_Y,Vel_Z,Acc_X,Acc_Y,Acc_Z,Jerk_X,Jerk_Y,Jerk_Z,Lat,Long,Height,Heading,Elevation,Bank,Ang-vel_X,Ang-vel_Y,Ang-vel_Z,Ang-acc_X,Ang-acc_Y,Ang-acc_Z,Ant1_Pos_X,Ant1_Pos_Y,Ant1_Pos_Z,Ant1_Vel_X,Ant1_Vel_Y,Ant1_Vel_Z,Ant1_Acc_X,Ant1_Acc_Y,Ant1_Acc_Z,Ant1_Lat,Ant1_Long,Ant1_Height,Ant1_DOP
1881000,4054124.5626,-241457.8279,4901543.1832,-5.0297,7.3832,4.4935,0.000,0.000,0.000,0.000,0.000,0.000,0.88216913439,-0.05948828871,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054124.5626,-241457.8279,4901543.1832,-5.0297,7.3832,4.4935,0.000,0.000,0.000,0.88216913439,-0.05948828871,50.0000,2.425
1882000,4054119.5329,-241450.4447,4901547.6767,-5.0297,7.3831,4.4935,0.000,0.000,0.000,0.000,0.000,0.000,0.88217024382,-0.05948654763,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054119.5329,-241450.4447,4901547.6767,-5.0297,7.3831,4.4935,0.000,0.000,0.000,0.88217024382,-0.05948654763,50.0000,2.425
1883000,4054114.5032,-241443.0616,4901552.1702,-5.0297,7.3831,4.4935,0.000,0.000,0.000,0.000,0.000,0.000,0.88217135324,-0.05948480654,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054114.5032,-241443.0616,4901552.1702,-5.0297,7.3831,4.4935,0.000,0.000,0.000,0.88217135324,-0.05948480654,50.0000,2.425
1884000,4054109.4735,-241435.6784,4901556.6637,-5.0297,7.3831,4.4935,0.000,0.000,0.000,0.000,0.000,0.000,0.88217246267,-0.05948306546,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054109.4735,-241435.6784,4901556.6637,-5.0297,7.3831,4.4935,0.000,0.000,0.000,0.88217246267,-0.05948306546,50.0000,2.423
1885000,4054104.4438,-241428.2953,4901561.1572,-5.0297,7.3831,4.4935,0.000,0.000,0.000,0.000,0.000,0.000,0.88217357210,-0.05948132437,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054104.4438,-241428.2953,4901561.1572,-5.0297,7.3831,4.4935,0.000,0.000,0.000,0.88217357210,-0.05948132437,50.0000,2.423
1886000,4054099.4141,-241420.9122,4901565.6506,-5.0297,7.3831,4.4935,0.000,0.000,0.000,0.000,0.000,0.000,0.88217468153,-0.05947958328,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054099.4141,-241420.9122,4901565.6506,-5.0297,7.3831,4.4935,0.000,0.000,0.000,0.88217468153,-0.05947958328,50.0000,2.423
1887000,4054094.3843,-241413.5291,4901570.1441,-5.0298,7.3831,4.4935,0.000,0.000,0.000,0.000,0.000,0.000,0.88217579096,-0.05947784218,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054094.3843,-241413.5291,4901570.1441,-5.0298,7.3831,4.4935,0.000,0.000,0.000,0.88217579096,-0.05947784218,50.0000,2.423
1888000,4054089.3546,-241406.1460,4901574.6376,-5.0298,7.3831,4.4935,0.000,0.000,0.000,0.000,0.000,0.000,0.88217690039,-0.05947610109,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054089.3546,-241406.1460,4901574.6376,-5.0298,7.3831,4.4935,0.000,0.000,0.000,0.88217690039,-0.05947610109,50.0000,2.423
1889000,4054084.3248,-241398.7629,4901579.1310,-5.0298,7.3831,4.4935,0.000,0.000,0.000,0.000,0.000,0.000,0.88217800982,-0.05947435999,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054084.3248,-241398.7629,4901579.1310,-5.0298,7.3831,4.4935,0.000,0.000,0.000,0.88217800982,-0.05947435999,50.0000,2.423
1890000,4054079.2950,-241391.3798,4901583.6245,-5.0298,7.3831,4.4935,0.000,0.000,0.000,0.000,0.000,0.000,0.88217911925,-0.05947261889,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054079.2950,-241391.3798,4901583.6245,-5.0298,7.3831,4.4935,0.000,0.000,0.000,0.88217911925,-0.05947261889,50.0000,2.421
1891000,4054074.2651,-241383.9967,4901588.1180,-5.0298,7.3831,4.4934,0.000,0.000,0.000,0.000,0.000,0.000,0.88218022868,-0.05947087778,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054074.2651,-241383.9967,4901588.1180,-5.0298,7.3831,4.4934,0.000,0.000,0.000,0.88218022868,-0.05947087778,50.0000,2.421
1892000,4054069.2353,-241376.6137,4901592.6114,-5.0298,7.3831,4.4934,0.000,0.000,0.000,0.000,0.000,0.000,0.88218133811,-0.05946913668,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054069.2353,-241376.6137,4901592.6114,-5.0298,7.3831,4.4934,0.000,0.000,0.000,0.88218133811,-0.05946913668,50.0000,2.421
1893000,4054064.2054,-241369.2306,4901597.1048,-5.0299,7.3831,4.4934,0.000,0.000,0.000,0.000,0.000,0.000,0.88218244754,-0.05946739557,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054064.2054,-241369.2306,4901597.1048,-5.0299,7.3831,4.4934,0.000,0.000,0.000,0.88218244754,-0.05946739557,50.0000,2.421
1894000,4054059.1756,-241361.8476,4901601.5983,-5.0299,7.3830,4.4934,0.000,0.000,0.000,0.000,0.000,0.000,0.88218355697,-0.05946565446,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054059.1756,-241361.8476,4901601.5983,-5.0299,7.3830,4.4934,0.000,0.000,0.000,0.88218355697,-0.05946565446,50.0000,2.421
1895000,4054054.1457,-241354.4645,4901606.0917,-5.0299,7.3830,4.4934,0.000,0.000,0.000,0.000,0.000,0.000,0.88218466640,-0.05946391335,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054054.1457,-241354.4645,4901606.0917,-5.0299,7.3830,4.4934,0.000,0.000,0.000,0.88218466640,-0.05946391335,50.0000,2.421
1896000,4054049.1158,-241347.0815,4901610.5851,-5.0299,7.3830,4.4934,0.000,0.000,0.000,0.000,0.000,0.000,0.88218577583,-0.05946217223,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054049.1158,-241347.0815,4901610.5851,-5.0299,7.3830,4.4934,0.000,0.000,0.000,0.88218577583,-0.05946217223,50.0000,2.418
1897000,4054044.0858,-241339.6985,4901615.0785,-5.0299,7.3830,4.4934,0.000,0.000,0.000,0.000,0.000,0.000,0.88218688526,-0.05946043112,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054044.0858,-241339.6985,4901615.0785,-5.0299,7.3830,4.4934,0.000,0.000,0.000,0.88218688526,-0.05946043112,50.0000,2.418
1898000,4054039.0559,-241332.3154,4901619.5719,-5.0300,7.3830,4.4934,0.000,0.000,0.000,0.000,0.000,0.000,0.88218799469,-0.05945869000,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054039.0559,-241332.3154,4901619.5719,-5.0300,7.3830,4.4934,0.000,0.000,0.000,0.88218799469,-0.05945869000,50.0000,2.418
1899000,4054034.0259,-241324.9324,4901624.0653,-5.0300,7.3830,4.4934,0.000,0.000,0.000,0.000,0.000,0.000,0.88218910412,-0.05945694888,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054034.0259,-241324.9324,4901624.0653,-5.0300,7.3830,4.4934,0.000,0.000,0.000,0.88218910412,-0.05945694888,50.0000,2.418
1900000,4054028.9959,-241317.5494,4901628.5587,-5.0300,7.3830,4.4934,0.000,0.000,0.000,0.000,0.000,0.000,0.88219021355,-0.05945520775,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054028.9959,-241317.5494,4901628.5587,-5.0300,7.3830,4.4934,0.000,0.000,0.000,0.88219021355,-0.05945520775,50.0000,2.418
1901000,4054023.9659,-241310.1664,4901633.0521,-5.0300,7.3830,4.4934,0.000,0.000,0.000,0.000,0.000,0.000,0.88219132298,-0.05945346663,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054023.9659,-241310.1664,4901633.0521,-5.0300,7.3830,4.4934,0.000,0.000,0.000,0.88219132298,-0.05945346663,50.0000,2.418
1902000,4054018.9359,-241302.7835,4901637.5455,-5.0300,7.3830,4.4934,0.000,0.000,0.000,0.000,0.000,0.000,0.88219243241,-0.05945172550,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054018.9359,-241302.7835,4901637.5455,-5.0300,7.3830,4.4934,0.000,0.000,0.000,0.88219243241,-0.05945172550,50.0000,2.416
1903000,4054013.9059,-241295.4005,4901642.0389,-5.0300,7.3830,4.4934,0.000,0.000,0.000,0.000,0.000,0.000,0.88219354184,-0.05944998437,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054013.9059,-241295.4005,4901642.0389,-5.0300,7.3830,4.4934,0.000,0.000,0.000,0.88219354184,-0.05944998437,50.0000,2.416
1904000,4054008.8758,-241288.0175,4901646.5323,-5.0301,7.3830,4.4934,0.000,0.000,0.000,0.000,0.000,0.000,0.88219465127,-0.05944824323,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054008.8758,-241288.0175,4901646.5323,-5.0301,7.3830,4.4934,0.000,0.000,0.000,0.88219465127,-0.05944824323,50.0000,2.416
1905000,4054003.8458,-241280.6346,4901651.0256,-5.0301,7.3830,4.4934,0.000,0.000,0.000,0.000,0.000,0.000,0.88219576070,-0.05944650210,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4054003.8458,-241280.6346,4901651.0256,-5.0301,7.3830,4.4934,0.000,0.000,0.000,0.88219576070,-0.05944650210,50.0000,2.416
1906000,4053998.8157,-241273.2516,4901655.5190,-5.0301,7.3829,4.4934,0.000,0.000,0.000,0.000,0.000,0.000,0.88219687013,-0.05944476096,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053998.8157,-241273.2516,4901655.5190,-5.0301,7.3829,4.4934,0.000,0.000,0.000,0.88219687013,-0.05944476096,50.0000,2.416
1907000,4053993.7856,-241265.8687,4901660.0123,-5.0301,7.3829,4.4933,0.000,0.000,0.000,0.000,0.000,0.000,0.88219797956,-0.05944301982,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053993.7856,-241265.8687,4901660.0123,-5.0301,7.3829,4.4933,0.000,0.000,0.000,0.88219797956,-0.05944301982,50.0000,2.416
1908000,4053988.7554,-241258.4857,4901664.5057,-5.0301,7.3829,4.4933,0.000,0.000,0.000,0.000,0.000,0.000,0.88219908899,-0.05944127867,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053988.7554,-241258.4857,4901664.5057,-5.0301,7.3829,4.4933,0.000,0.000,0.000,0.88219908899,-0.05944127867,50.0000,2.414
1909000,4053983.7253,-241251.1028,4901668.9990,-5.0302,7.3829,4.4933,0.000,0.000,0.000,0.000,0.000,0.000,0.88220019842,-0.05943953753,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053983.7253,-241251.1028,4901668.9990,-5.0302,7.3829,4.4933,0.000,0.000,0.000,0.88220019842,-0.05943953753,50.0000,2.414
1910000,4053978.6951,-241243.7199,4901673.4923,-5.0302,7.3829,4.4933,0.000,0.000,0.000,0.000,0.000,0.000,0.88220130785,-0.05943779638,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053978.6951,-241243.7199,4901673.4923,-5.0302,7.3829,4.4933,0.000,0.000,0.000,0.88220130785,-0.05943779638,50.0000,2.414
1911000,4053973.6650,-241236.3370,4901677.9857,-5.0302,7.3829,4.4933,0.000,0.000,0.000,0.000,0.000,0.000,0.88220241727,-0.05943605523,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053973.6650,-241236.3370,4901677.9857,-5.0302,7.3829,4.4933,0.000,0.000,0.000,0.88220241727,-0.05943605523,50.0000,2.414
1912000,4053968.6348,-241228.9541,4901682.4790,-5.0302,7.3829,4.4933,0.000,0.000,0.000,0.000,0.000,0.000,0.88220352670,-0.05943431408,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053968.6348,-241228.9541,4901682.4790,-5.0302,7.3829,4.4933,0.000,0.000,0.000,0.88220352670,-0.05943431408,50.0000,2.414
1913000,4053963.6046,-241221.5712,4901686.9723,-5.0302,7.3829,4.4933,0.000,0.000,0.000,0.000,0.000,0.000,0.88220463613,-0.05943257292,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053963.6046,-241221.5712,4901686.9723,-5.0302,7.3829,4.4933,0.000,0.000,0.000,0.88220463613,-0.05943257292,50.0000,2.414
1914000,4053958.5743,-241214.1883,4901691.4656,-5.0302,7.3829,4.4933,0.000,0.000,0.000,0.000,0.000,0.000,0.88220574556,-0.05943083177,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053958.5743,-241214.1883,4901691.4656,-5.0302,7.3829,4.4933,0.000,0.000,0.000,0.88220574556,-0.05943083177,50.0000,2.411
1915000,4053953.5441,-241206.8055,4901695.9589,-5.0303,7.3829,4.4933,0.000,0.000,0.000,0.000,0.000,0.000,0.88220685499,-0.05942909061,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053953.5441,-241206.8055,4901695.9589,-5.0303,7.3829,4.4933,0.000,0.000,0.000,0.88220685499,-0.05942909061,50.0000,2.411
1916000,4053948.5138,-241199.4226,4901700.4522,-5.0303,7.3829,4.4933,0.000,0.000,0.000,0.000,0.000,0.000,0.88220796442,-0.05942734945,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053948.5138,-241199.4226,4901700.4522,-5.0303,7.3829,4.4933,0.000,0.000,0.000,0.88220796442,-0.05942734945,50.0000,2.411
1917000,4053943.4835,-241192.0397,4901704.9455,-5.0303,7.3829,4.4933,0.000,0.000,0.000,0.000,0.000,0.000,0.88220907385,-0.05942560828,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053943.4835,-241192.0397,4901704.9455,-5.0303,7.3829,4.4933,0.000,0.000,0.000,0.88220907385,-0.05942560828,50.0000,2.411
1918000,4053938.4532,-241184.6569,4901709.4388,-5.0303,7.3828,4.4933,0.000,0.000,0.000,0.000,0.000,0.000,0.88221018328,-0.05942386712,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053938.4532,-241184.6569,4901709.4388,-5.0303,7.3828,4.4933,0.000,0.000,0.000,0.88221018328,-0.05942386712,50.0000,2.411
1919000,4053933.4229,-241177.2741,4901713.9321,-5.0303,7.3828,4.4933,0.000,0.000,0.000,0.000,0.000,0.000,0.88221129271,-0.05942212595,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053933.4229,-241177.2741,4901713.9321,-5.0303,7.3828,4.4933,0.000,0.000,0.000,0.88221129271,-0.05942212595,50.0000,2.411
1920000,4053928.3926,-241169.8912,4901718.4254,-5.0303,7.3828,4.4933,0.000,0.000,0.000,0.000,0.000,0.000,0.88221240214,-0.05942038478,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053928.3926,-241169.8912,4901718.4254,-5.0303,7.3828,4.4933,0.000,0.000,0.000,0.88221240214,-0.05942038478,50.0000,2.409
1921000,4053923.3622,-241162.5084,4901722.9186,-5.0304,7.3828,4.4933,0.000,0.000,0.000,0.000,0.000,0.000,0.88221351157,-0.05941864360,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053923.3622,-241162.5084,4901722.9186,-5.0304,7.3828,4.4933,0.000,0.000,0.000,0.88221351157,-0.05941864360,50.0000,2.409
1922000,4053918.3318,-241155.1256,4901727.4119,-5.0304,7.3828,4.4933,0.000,0.000,0.000,0.000,0.000,0.000,0.88221462100,-0.05941690243,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053918.3318,-241155.1256,4901727.4119,-5.0304,7.3828,4.4933,0.000,0.000,0.000,0.88221462100,-0.05941690243,50.0000,2.409
1923000,4053913.3014,-241147.7428,4901731.9052,-5.0304,7.3828,4.4933,0.000,0.000,0.000,0.000,0.000,0.000,0.88221573043,-0.05941516125,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053913.3014,-241147.7428,4901731.9052,-5.0304,7.3828,4.4933,0.000,0.000,0.000,0.88221573043,-0.05941516125,50.0000,2.409
1924000,4053908.2710,-241140.3600,4901736.3984,-5.0304,7.3828,4.4932,0.000,0.000,0.000,0.000,0.000,0.000,0.88221683986,-0.05941342007,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053908.2710,-241140.3600,4901736.3984,-5.0304,7.3828,4.4932,0.000,0.000,0.000,0.88221683986,-0.05941342007,50.0000,2.409
1925000,4053903.2406,-241132.9772,4901740.8916,-5.0304,7.3828,4.4932,0.000,0.000,0.000,0.000,0.000,0.000,0.88221794929,-0.05941167889,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053903.2406,-241132.9772,4901740.8916,-5.0304,7.3828,4.4932,0.000,0.000,0.000,0.88221794929,-0.05941167889,50.0000,2.409
1926000,4053898.2102,-241125.5944,4901745.3849,-5.0305,7.3828,4.4932,0.000,0.000,0.000,0.000,0.000,0.000,0.88221905872,-0.05940993770,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053898.2102,-241125.5944,4901745.3849,-5.0305,7.3828,4.4932,0.000,0.000,0.000,0.88221905872,-0.05940993770,50.0000,2.407
1927000,4053893.1797,-241118.2117,4901749.8781,-5.0305,7.3828,4.4932,0.000,0.000,0.000,0.000,0.000,0.000,0.88222016814,-0.05940819652,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053893.1797,-241118.2117,4901749.8781,-5.0305,7.3828,4.4932,0.000,0.000,0.000,0.88222016814,-0.05940819652,50.0000,2.407
1928000,4053888.1492,-241110.8289,4901754.3713,-5.0305,7.3828,4.4932,0.000,0.000,0.000,0.000,0.000,0.000,0.88222127757,-0.05940645533,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053888.1492,-241110.8289,4901754.3713,-5.0305,7.3828,4.4932,0.000,0.000,0.000,0.88222127757,-0.05940645533,50.0000,2.407
1929000,4053883.1187,-241103.4461,4901758.8646,-5.0305,7.3827,4.4932,0.000,0.000,0.000,0.000,0.000,0.000,0.88222238700,-0.05940471413,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053883.1187,-241103.4461,4901758.8646,-5.0305,7.3827,4.4932,0.000,0.000,0.000,0.88222238700,-0.05940471413,50.0000,2.407
1930000,4053878.0882,-241096.0634,4901763.3578,-5.0305,7.3827,4.4932,0.000,0.000,0.000,0.000,0.000,0.000,0.88222349643,-0.05940297294,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053878.0882,-241096.0634,4901763.3578,-5.0305,7.3827,4.4932,0.000,0.000,0.000,0.88222349643,-0.05940297294,50.0000,2.407
1931000,4053873.0577,-241088.6807,4901767.8510,-5.0305,7.3827,4.4932,0.000,0.000,0.000,0.000,0.000,0.000,0.88222460586,-0.05940123174,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053873.0577,-241088.6807,4901767.8510,-5.0305,7.3827,4.4932,0.000,0.000,0.000,0.88222460586,-0.05940123174,50.0000,2.407
1932000,4053868.0271,-241081.2979,4901772.3442,-5.0306,7.3827,4.4932,0.000,0.000,0.000,0.000,0.000,0.000,0.88222571529,-0.05939949054,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053868.0271,-241081.2979,4901772.3442,-5.0306,7.3827,4.4932,0.000,0.000,0.000,0.88222571529,-0.05939949054,50.0000,2.405
1933000,4053862.9965,-241073.9152,4901776.8374,-5.0306,7.3827,4.4932,0.000,0.000,0.000,0.000,0.000,0.000,0.88222682472,-0.05939774934,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053862.9965,-241073.9152,4901776.8374,-5.0306,7.3827,4.4932,0.000,0.000,0.000,0.88222682472,-0.05939774934,50.0000,2.405
1934000,4053857.9659,-241066.5325,4901781.3306,-5.0306,7.3827,4.4932,0.000,0.000,0.000,0.000,0.000,0.000,0.88222793415,-0.05939600814,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053857.9659,-241066.5325,4901781.3306,-5.0306,7.3827,4.4932,0.000,0.000,0.000,0.88222793415,-0.05939600814,50.0000,2.405
1935000,4053852.9353,-241059.1498,4901785.8238,-5.0306,7.3827,4.4932,0.000,0.000,0.000,0.000,0.000,0.000,0.88222904358,-0.05939426693,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053852.9353,-241059.1498,4901785.8238,-5.0306,7.3827,4.4932,0.000,0.000,0.000,0.88222904358,-0.05939426693,50.0000,2.405
1936000,4053847.9047,-241051.7671,4901790.3169,-5.0306,7.3827,4.4932,0.000,0.000,0.000,0.000,0.000,0.000,0.88223015301,-0.05939252572,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053847.9047,-241051.7671,4901790.3169,-5.0306,7.3827,4.4932,0.000,0.000,0.000,0.88223015301,-0.05939252572,50.0000,2.405
1937000,4053842.8741,-241044.3844,4901794.8101,-5.0307,7.3827,4.4932,0.000,0.000,0.000,0.000,0.000,0.000,0.88223126244,-0.05939078451,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053842.8741,-241044.3844,4901794.8101,-5.0307,7.3827,4.4932,0.000,0.000,0.000,0.88223126244,-0.05939078451,50.0000,2.405
1938000,4053837.8434,-241037.0017,4901799.3033,-5.0307,7.3827,4.4932,0.000,0.000,0.000,0.000,0.000,0.000,0.88223237187,-0.05938904330,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053837.8434,-241037.0017,4901799.3033,-5.0307,7.3827,4.4932,0.000,0.000,0.000,0.88223237187,-0.05938904330,50.0000,2.402
1939000,4053832.8127,-241029.6191,4901803.7964,-5.0307,7.3827,4.4932,0.000,0.000,0.000,0.000,0.000,0.000,0.88223348130,-0.05938730208,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053832.8127,-241029.6191,4901803.7964,-5.0307,7.3827,4.4932,0.000,0.000,0.000,0.88223348130,-0.05938730208,50.0000,2.402
1940000,4053827.7820,-241022.2364,4901808.2896,-5.0307,7.3827,4.4932,0.000,0.000,0.000,0.000,0.000,0.000,0.88223459072,-0.05938556087,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053827.7820,-241022.2364,4901808.2896,-5.0307,7.3827,4.4932,0.000,0.000,0.000,0.88223459072,-0.05938556087,50.0000,2.402
1941000,4053822.7513,-241014.8538,4901812.7827,-5.0307,7.3826,4.4931,0.000,0.000,0.000,0.000,0.000,0.000,0.88223570015,-0.05938381965,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053822.7513,-241014.8538,4901812.7827,-5.0307,7.3826,4.4931,0.000,0.000,0.000,0.88223570015,-0.05938381965,50.0000,2.402
1942000,4053817.7206,-241007.4711,4901817.2759,-5.0307,7.3826,4.4931,0.000,0.000,0.000,0.000,0.000,0.000,0.88223680958,-0.05938207842,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053817.7206,-241007.4711,4901817.2759,-5.0307,7.3826,4.4931,0.000,0.000,0.000,0.88223680958,-0.05938207842,50.0000,2.402
1943000,4053812.6898,-241000.0885,4901821.7690,-5.0308,7.3826,4.4931,0.000,0.000,0.000,0.000,0.000,0.000,0.88223791901,-0.05938033720,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053812.6898,-241000.0885,4901821.7690,-5.0308,7.3826,4.4931,0.000,0.000,0.000,0.88223791901,-0.05938033720,50.0000,2.402
1944000,4053807.6591,-240992.7058,4901826.2621,-5.0308,7.3826,4.4931,0.000,0.000,0.000,0.000,0.000,0.000,0.88223902844,-0.05937859597,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053807.6591,-240992.7058,4901826.2621,-5.0308,7.3826,4.4931,0.000,0.000,0.000,0.88223902844,-0.05937859597,50.0000,2.400
1945000,4053802.6283,-240985.3232,4901830.7553,-5.0308,7.3826,4.4931,0.000,0.000,0.000,0.000,0.000,0.000,0.88224013787,-0.05937685474,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4053802.6283,-240985.3232,4901830.7553,-5.0308,7.3826,4.4931,0.000,0.000,0.000,0.88224013787,-0.05937685474,50.0000,2.400
