2,0,1000,1,GDOP, 1224460800.0
Time_ms,Pos_X,Pos_Y,Pos_Z,Vel_X,Vel_Y,Vel_Z,Acc_X,Acc_Y,Acc_Z,Jerk_X,Jerk_Y,Jerk_Z,Lat,Long,Height,Heading,Elevation,Bank,Ang-vel_X,Ang-vel_Y,Ang-vel_Z,Ang-acc_X,Ang-acc_Y,Ang-acc_Z,Ant1_Pos_X,Ant1_Pos_Y,Ant1_Pos_Z,Ant1_Vel_X,Ant1_Vel_Y,Ant1_Vel_Z,Ant1_Acc_X,Ant1_Acc_Y,Ant1_Acc_Z,Ant1_Lat,Ant1_Long,Ant1_Height,Ant1_DOP
761000,4059746.5886,-249732.2567,4896506.6571,-5.0097,7.3926,4.5003,0.000,0.000,0.000,0.000,0.000,0.000,0.88092656533,-0.06143683321,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059746.5886,-249732.2567,4896506.6571,-5.0097,7.3926,4.5003,0.000,0.000,0.000,0.88092656533,-0.06143683321,50.0000,2.474
762000,4059741.5790,-249724.8641,4896511.1574,-5.0097,7.3926,4.5003,0.000,0.000,0.000,0.000,0.000,0.000,0.88092767478,-0.06143509475,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059741.5790,-249724.8641,4896511.1574,-5.0097,7.3926,4.5003,0.000,0.000,0.000,0.88092767478,-0.06143509475,50.0000,2.473
763000,4059736.5692,-249717.4715,4896515.6577,-5.0097,7.3926,4.5003,0.000,0.000,0.000,0.000,0.000,0.000,0.88092878422,-0.06143335628,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059736.5692,-249717.4715,4896515.6577,-5.0097,7.3926,4.5003,0.000,0.000,0.000,0.88092878422,-0.06143335628,50.0000,2.473
764000,4059731.5595,-249710.0789,4896520.1579,-5.0097,7.3926,4.5003,0.000,0.000,0.000,0.000,0.000,0.000,0.88092989366,-0.06143161781,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059731.5595,-249710.0789,4896520.1579,-5.0097,7.3926,4.5003,0.000,0.000,0.000,0.88092989366,-0.06143161781,50.0000,2.473
765000,4059726.5498,-249702.6863,4896524.6582,-5.0098,7.3926,4.5003,0.000,0.000,0.000,0.000,0.000,0.000,0.88093100311,-0.06142987934,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059726.5498,-249702.6863,4896524.6582,-5.0098,7.3926,4.5003,0.000,0.000,0.000,0.88093100311,-0.06142987934,50.0000,2.473
766000,4059721.5400,-249695.2938,4896529.1585,-5.0098,7.3926,4.5003,0.000,0.000,0.000,0.000,0.000,0.000,0.88093211255,-0.06142814086,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059721.5400,-249695.2938,4896529.1585,-5.0098,7.3926,4.5003,0.000,0.000,0.000,0.88093211255,-0.06142814086,50.0000,2.473
767000,4059716.5302,-249687.9012,4896533.6587,-5.0098,7.3925,4.5003,0.000,0.000,0.000,0.000,0.000,0.000,0.88093322199,-0.06142640238,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059716.5302,-249687.9012,4896533.6587,-5.0098,7.3925,4.5003,0.000,0.000,0.000,0.88093322199,-0.06142640238,50.0000,2.473
768000,4059711.5204,-249680.5087,4896538.1590,-5.0098,7.3925,4.5002,0.000,0.000,0.000,0.000,0.000,0.000,0.88093433144,-0.06142466391,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059711.5204,-249680.5087,4896538.1590,-5.0098,7.3925,4.5002,0.000,0.000,0.000,0.88093433144,-0.06142466391,50.0000,2.471
769000,4059706.5106,-249673.1161,4896542.6592,-5.0098,7.3925,4.5002,0.000,0.000,0.000,0.000,0.000,0.000,0.88093544088,-0.06142292542,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059706.5106,-249673.1161,4896542.6592,-5.0098,7.3925,4.5002,0.000,0.000,0.000,0.88093544088,-0.06142292542,50.0000,2.471
770000,4059701.5008,-249665.7236,4896547.1594,-5.0098,7.3925,4.5002,0.000,0.000,0.000,0.000,0.000,0.000,0.88093655032,-0.06142118694,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059701.5008,-249665.7236,4896547.1594,-5.0098,7.3925,4.5002,0.000,0.000,0.000,0.88093655032,-0.06142118694,50.0000,2.471
771000,4059696.4910,-249658.3311,4896551.6597,-5.0099,7.3925,4.5002,0.000,0.000,0.000,0.000,0.000,0.000,0.88093765977,-0.06141944845,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059696.4910,-249658.3311,4896551.6597,-5.0099,7.3925,4.5002,0.000,0.000,0.000,0.88093765977,-0.06141944845,50.0000,2.471
772000,4059691.4811,-249650.9386,4896556.1599,-5.0099,7.3925,4.5002,0.000,0.000,0.000,0.000,0.000,0.000,0.88093876921,-0.06141770996,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059691.4811,-249650.9386,4896556.1599,-5.0099,7.3925,4.5002,0.000,0.000,0.000,0.88093876921,-0.06141770996,50.0000,2.471
773000,4059686.4712,-249643.5461,4896560.6601,-5.0099,7.3925,4.5002,0.000,0.000,0.000,0.000,0.000,0.000,0.88093987865,-0.06141597147,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059686.4712,-249643.5461,4896560.6601,-5.0099,7.3925,4.5002,0.000,0.000,0.000,0.88093987865,-0.06141597147,50.0000,2.471
774000,4059681.4613,-249636.1536,4896565.1603,-5.0099,7.3925,4.5002,0.000,0.000,0.000,0.000,0.000,0.000,0.88094098810,-0.06141423298,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059681.4613,-249636.1536,4896565.1603,-5.0099,7.3925,4.5002,0.000,0.000,0.000,0.88094098810,-0.06141423298,50.0000,2.469
775000,4059676.4514,-249628.7611,4896569.6605,-5.0099,7.3925,4.5002,0.000,0.000,0.000,0.000,0.000,0.000,0.88094209754,-0.06141249448,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059676.4514,-249628.7611,4896569.6605,-5.0099,7.3925,4.5002,0.000,0.000,0.000,0.88094209754,-0.06141249448,50.0000,2.469
776000,4059671.4414,-249621.3686,4896574.1607,-5.0099,7.3925,4.5002,0.000,0.000,0.000,0.000,0.000,0.000,0.88094320698,-0.06141075598,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059671.4414,-249621.3686,4896574.1607,-5.0099,7.3925,4.5002,0.000,0.000,0.000,0.88094320698,-0.06141075598,50.0000,2.469
777000,4059666.4315,-249613.9762,4896578.6609,-5.0100,7.3925,4.5002,0.000,0.000,0.000,0.000,0.000,0.000,0.88094431643,-0.06140901748,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059666.4315,-249613.9762,4896578.6609,-5.0100,7.3925,4.5002,0.000,0.000,0.000,0.88094431643,-0.06140901748,50.0000,2.469
778000,4059661.4215,-249606.5837,4896583.1611,-5.0100,7.3925,4.5002,0.000,0.000,0.000,0.000,0.000,0.000,0.88094542587,-0.06140727898,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059661.4215,-249606.5837,4896583.1611,-5.0100,7.3925,4.5002,0.000,0.000,0.000,0.88094542587,-0.06140727898,50.0000,2.469
779000,4059656.4115,-249599.1912,4896587.6613,-5.0100,7.3924,4.5002,0.000,0.000,0.000,0.000,0.000,0.000,0.88094653531,-0.06140554047,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059656.4115,-249599.1912,4896587.6613,-5.0100,7.3924,4.5002,0.000,0.000,0.000,0.88094653531,-0.06140554047,50.0000,2.469
780000,4059651.4015,-249591.7988,4896592.1615,-5.0100,7.3924,4.5002,0.000,0.000,0.000,0.000,0.000,0.000,0.88094764476,-0.06140380197,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059651.4015,-249591.7988,4896592.1615,-5.0100,7.3924,4.5002,0.000,0.000,0.000,0.88094764476,-0.06140380197,50.0000,2.467
781000,4059646.3915,-249584.4064,4896596.6616,-5.0100,7.3924,4.5002,0.000,0.000,0.000,0.000,0.000,0.000,0.88094875420,-0.06140206346,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059646.3915,-249584.4064,4896596.6616,-5.0100,7.3924,4.5002,0.000,0.000,0.000,0.88094875420,-0.06140206346,50.0000,2.467
782000,4059641.3814,-249577.0139,4896601.1618,-5.0101,7.3924,4.5002,0.000,0.000,0.000,0.000,0.000,0.000,0.88094986364,-0.06140032494,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059641.3814,-249577.0139,4896601.1618,-5.0101,7.3924,4.5002,0.000,0.000,0.000,0.88094986364,-0.06140032494,50.0000,2.467
783000,4059636.3714,-249569.6215,4896605.6620,-5.0101,7.3924,4.5002,0.000,0.000,0.000,0.000,0.000,0.000,0.88095097309,-0.06139858643,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059636.3714,-249569.6215,4896605.6620,-5.0101,7.3924,4.5002,0.000,0.000,0.000,0.88095097309,-0.06139858643,50.0000,2.467
784000,4059631.3613,-249562.2291,4896610.1621,-5.0101,7.3924,4.5001,0.000,0.000,0.000,0.000,0.000,0.000,0.88095208253,-0.06139684791,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059631.3613,-249562.2291,4896610.1621,-5.0101,7.3924,4.5001,0.000,0.000,0.000,0.88095208253,-0.06139684791,50.0000,2.467
785000,4059626.3512,-249554.8367,4896614.6623,-5.0101,7.3924,4.5001,0.000,0.000,0.000,0.000,0.000,0.000,0.88095319197,-0.06139510939,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059626.3512,-249554.8367,4896614.6623,-5.0101,7.3924,4.5001,0.000,0.000,0.000,0.88095319197,-0.06139510939,50.0000,2.467
786000,4059621.3411,-249547.4443,4896619.1624,-5.0101,7.3924,4.5001,0.000,0.000,0.000,0.000,0.000,0.000,0.88095430141,-0.06139337087,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059621.3411,-249547.4443,4896619.1624,-5.0101,7.3924,4.5001,0.000,0.000,0.000,0.88095430141,-0.06139337087,50.0000,2.466
787000,4059616.3310,-249540.0519,4896623.6625,-5.0101,7.3924,4.5001,0.000,0.000,0.000,0.000,0.000,0.000,0.88095541086,-0.06139163235,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059616.3310,-249540.0519,4896623.6625,-5.0101,7.3924,4.5001,0.000,0.000,0.000,0.88095541086,-0.06139163235,50.0000,2.466
788000,4059611.3208,-249532.6595,4896628.1627,-5.0102,7.3924,4.5001,0.000,0.000,0.000,0.000,0.000,0.000,0.88095652030,-0.06138989382,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059611.3208,-249532.6595,4896628.1627,-5.0102,7.3924,4.5001,0.000,0.000,0.000,0.88095652030,-0.06138989382,50.0000,2.466
789000,4059606.3106,-249525.2672,4896632.6628,-5.0102,7.3924,4.5001,0.000,0.000,0.000,0.000,0.000,0.000,0.88095762974,-0.06138815529,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059606.3106,-249525.2672,4896632.6628,-5.0102,7.3924,4.5001,0.000,0.000,0.000,0.88095762974,-0.06138815529,50.0000,2.466
790000,4059601.3004,-249517.8748,4896637.1629,-5.0102,7.3924,4.5001,0.000,0.000,0.000,0.000,0.000,0.000,0.88095873919,-0.06138641676,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059601.3004,-249517.8748,4896637.1629,-5.0102,7.3924,4.5001,0.000,0.000,0.000,0.88095873919,-0.06138641676,50.0000,2.466
791000,4059596.2902,-249510.4825,4896641.6630,-5.0102,7.3923,4.5001,0.000,0.000,0.000,0.000,0.000,0.000,0.88095984863,-0.06138467823,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059596.2902,-249510.4825,4896641.6630,-5.0102,7.3923,4.5001,0.000,0.000,0.000,0.88095984863,-0.06138467823,50.0000,2.466
792000,4059591.2800,-249503.0901,4896646.1631,-5.0102,7.3923,4.5001,0.000,0.000,0.000,0.000,0.000,0.000,0.88096095807,-0.06138293969,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059591.2800,-249503.0901,4896646.1631,-5.0102,7.3923,4.5001,0.000,0.000,0.000,0.88096095807,-0.06138293969,50.0000,2.464
793000,4059586.2698,-249495.6978,4896650.6632,-5.0102,7.3923,4.5001,0.000,0.000,0.000,0.000,0.000,0.000,0.88096206752,-0.06138120115,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059586.2698,-249495.6978,4896650.6632,-5.0102,7.3923,4.5001,0.000,0.000,0.000,0.88096206752,-0.06138120115,50.0000,2.464
794000,4059581.2595,-249488.3055,4896655.1633,-5.0103,7.3923,4.5001,0.000,0.000,0.000,0.000,0.000,0.000,0.88096317696,-0.06137946261,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059581.2595,-249488.3055,4896655.1633,-5.0103,7.3923,4.5001,0.000,0.000,0.000,0.88096317696,-0.06137946261,50.0000,2.464
795000,4059576.2492,-249480.9131,4896659.6634,-5.0103,7.3923,4.5001,0.000,0.000,0.000,0.000,0.000,0.000,0.88096428640,-0.06137772407,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059576.2492,-249480.9131,4896659.6634,-5.0103,7.3923,4.5001,0.000,0.000,0.000,0.88096428640,-0.06137772407,50.0000,2.464
796000,4059571.2389,-249473.5208,4896664.1635,-5.0103,7.3923,4.5001,0.000,0.000,0.000,0.000,0.000,0.000,0.88096539585,-0.06137598552,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059571.2389,-249473.5208,4896664.1635,-5.0103,7.3923,4.5001,0.000,0.000,0.000,0.88096539585,-0.06137598552,50.0000,2.464
797000,4059566.2286,-249466.1285,4896668.6635,-5.0103,7.3923,4.5001,0.000,0.000,0.000,0.000,0.000,0.000,0.88096650529,-0.06137424698,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059566.2286,-249466.1285,4896668.6635,-5.0103,7.3923,4.5001,0.000,0.000,0.000,0.88096650529,-0.06137424698,50.0000,2.464
798000,4059561.2183,-249458.7362,4896673.1636,-5.0103,7.3923,4.5001,0.000,0.000,0.000,0.000,0.000,0.000,0.88096761473,-0.06137250843,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059561.2183,-249458.7362,4896673.1636,-5.0103,7.3923,4.5001,0.000,0.000,0.000,0.88096761473,-0.06137250843,50.0000,2.462
799000,4059556.2080,-249451.3440,4896677.6637,-5.0104,7.3923,4.5001,0.000,0.000,0.000,0.000,0.000,0.000,0.88096872418,-0.06137076987,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059556.2080,-249451.3440,4896677.6637,-5.0104,7.3923,4.5001,0.000,0.000,0.000,0.88096872418,-0.06137076987,50.0000,2.462
800000,4059551.1976,-249443.9517,4896682.1637,-5.0104,7.3923,4.5001,0.000,0.000,0.000,0.000,0.000,0.000,0.88096983362,-0.06136903132,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059551.1976,-249443.9517,4896682.1637,-5.0104,7.3923,4.5001,0.000,0.000,0.000,0.88096983362,-0.06136903132,50.0000,2.462
801000,4059546.1872,-249436.5594,4896686.6638,-5.0104,7.3923,4.5000,0.000,0.000,0.000,0.000,0.000,0.000,0.88097094306,-0.06136729276,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059546.1872,-249436.5594,4896686.6638,-5.0104,7.3923,4.5000,0.000,0.000,0.000,0.88097094306,-0.06136729276,50.0000,2.462
802000,4059541.1768,-249429.1672,4896691.1638,-5.0104,7.3923,4.5000,0.000,0.000,0.000,0.000,0.000,0.000,0.88097205250,-0.06136555420,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059541.1768,-249429.1672,4896691.1638,-5.0104,7.3923,4.5000,0.000,0.000,0.000,0.88097205250,-0.06136555420,50.0000,2.462
803000,4059536.1664,-249421.7749,4896695.6639,-5.0104,7.3922,4.5000,0.000,0.000,0.000,0.000,0.000,0.000,0.88097316195,-0.06136381564,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059536.1664,-249421.7749,4896695.6639,-5.0104,7.3922,4.5000,0.000,0.000,0.000,0.88097316195,-0.06136381564,50.0000,2.462
804000,4059531.1559,-249414.3827,4896700.1639,-5.0104,7.3922,4.5000,0.000,0.000,0.000,0.000,0.000,0.000,0.88097427139,-0.06136207708,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059531.1559,-249414.3827,4896700.1639,-5.0104,7.3922,4.5000,0.000,0.000,0.000,0.88097427139,-0.06136207708,50.0000,2.461
805000,4059526.1455,-249406.9904,4896704.6639,-5.0105,7.3922,4.5000,0.000,0.000,0.000,0.000,0.000,0.000,0.88097538083,-0.06136033851,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059526.1455,-249406.9904,4896704.6639,-5.0105,7.3922,4.5000,0.000,0.000,0.000,0.88097538083,-0.06136033851,50.0000,2.461
806000,4059521.1350,-249399.5982,4896709.1639,-5.0105,7.3922,4.5000,0.000,0.000,0.000,0.000,0.000,0.000,0.88097649028,-0.06135859994,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059521.1350,-249399.5982,4896709.1639,-5.0105,7.3922,4.5000,0.000,0.000,0.000,0.88097649028,-0.06135859994,50.0000,2.461
807000,4059516.1245,-249392.2060,4896713.6639,-5.0105,7.3922,4.5000,0.000,0.000,0.000,0.000,0.000,0.000,0.88097759972,-0.06135686137,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059516.1245,-249392.2060,4896713.6639,-5.0105,7.3922,4.5000,0.000,0.000,0.000,0.88097759972,-0.06135686137,50.0000,2.461
808000,4059511.1140,-249384.8138,4896718.1639,-5.0105,7.3922,4.5000,0.000,0.000,0.000,0.000,0.000,0.000,0.88097870916,-0.06135512280,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059511.1140,-249384.8138,4896718.1639,-5.0105,7.3922,4.5000,0.000,0.000,0.000,0.88097870916,-0.06135512280,50.0000,2.461
809000,4059506.1035,-249377.4216,4896722.6639,-5.0105,7.3922,4.5000,0.000,0.000,0.000,0.000,0.000,0.000,0.88097981860,-0.06135338422,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059506.1035,-249377.4216,4896722.6639,-5.0105,7.3922,4.5000,0.000,0.000,0.000,0.88097981860,-0.06135338422,50.0000,2.461
810000,4059501.0929,-249370.0294,4896727.1639,-5.0106,7.3922,4.5000,0.000,0.000,0.000,0.000,0.000,0.000,0.88098092805,-0.06135164565,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059501.0929,-249370.0294,4896727.1639,-5.0106,7.3922,4.5000,0.000,0.000,0.000,0.88098092805,-0.06135164565,50.0000,2.459
811000,4059496.0824,-249362.6372,4896731.6639,-5.0106,7.3922,4.5000,0.000,0.000,0.000,0.000,0.000,0.000,0.88098203749,-0.06134990707,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059496.0824,-249362.6372,4896731.6639,-5.0106,7.3922,4.5000,0.000,0.000,0.000,0.88098203749,-0.06134990707,50.0000,2.459
812000,4059491.0718,-249355.2450,4896736.1639,-5.0106,7.3922,4.5000,0.000,0.000,0.000,0.000,0.000,0.000,0.88098314693,-0.06134816848,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059491.0718,-249355.2450,4896736.1639,-5.0106,7.3922,4.5000,0.000,0.000,0.000,0.88098314693,-0.06134816848,50.0000,2.459
813000,4059486.0612,-249347.8529,4896740.6639,-5.0106,7.3922,4.5000,0.000,0.000,0.000,0.000,0.000,0.000,0.88098425638,-0.06134642990,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059486.0612,-249347.8529,4896740.6639,-5.0106,7.3922,4.5000,0.000,0.000,0.000,0.88098425638,-0.06134642990,50.0000,2.459
814000,4059481.0506,-249340.4607,4896745.1639,-5.0106,7.3922,4.5000,0.000,0.000,0.000,0.000,0.000,0.000,0.88098536582,-0.06134469131,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059481.0506,-249340.4607,4896745.1639,-5.0106,7.3922,4.5000,0.000,0.000,0.000,0.88098536582,-0.06134469131,50.0000,2.459
815000,4059476.0400,-249333.0686,4896749.6638,-5.0106,7.3921,4.5000,0.000,0.000,0.000,0.000,0.000,0.000,0.88098647526,-0.06134295272,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059476.0400,-249333.0686,4896749.6638,-5.0106,7.3921,4.5000,0.000,0.000,0.000,0.88098647526,-0.06134295272,50.0000,2.459
816000,4059471.0293,-249325.6764,4896754.1638,-5.0107,7.3921,4.5000,0.000,0.000,0.000,0.000,0.000,0.000,0.88098758470,-0.06134121413,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059471.0293,-249325.6764,4896754.1638,-5.0107,7.3921,4.5000,0.000,0.000,0.000,0.88098758470,-0.06134121413,50.0000,2.457
817000,4059466.0186,-249318.2843,4896758.6637,-5.0107,7.3921,4.4999,0.000,0.000,0.000,0.000,0.000,0.000,0.88098869415,-0.06133947554,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059466.0186,-249318.2843,4896758.6637,-5.0107,7.3921,4.4999,0.000,0.000,0.000,0.88098869415,-0.06133947554,50.0000,2.457
818000,4059461.0080,-249310.8922,4896763.1637,-5.0107,7.3921,4.4999,0.000,0.000,0.000,0.000,0.000,0.000,0.88098980359,-0.06133773694,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059461.0080,-249310.8922,4896763.1637,-5.0107,7.3921,4.4999,0.000,0.000,0.000,0.88098980359,-0.06133773694,50.0000,2.457
819000,4059455.9972,-249303.5000,4896767.6636,-5.0107,7.3921,4.4999,0.000,0.000,0.000,0.000,0.000,0.000,0.88099091303,-0.06133599834,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059455.9972,-249303.5000,4896767.6636,-5.0107,7.3921,4.4999,0.000,0.000,0.000,0.88099091303,-0.06133599834,50.0000,2.457
820000,4059450.9865,-249296.1079,4896772.1636,-5.0107,7.3921,4.4999,0.000,0.000,0.000,0.000,0.000,0.000,0.88099202248,-0.06133425974,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059450.9865,-249296.1079,4896772.1636,-5.0107,7.3921,4.4999,0.000,0.000,0.000,0.88099202248,-0.06133425974,50.0000,2.457
821000,4059445.9758,-249288.7158,4896776.6635,-5.0107,7.3921,4.4999,0.000,0.000,0.000,0.000,0.000,0.000,0.88099313192,-0.06133252114,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059445.9758,-249288.7158,4896776.6635,-5.0107,7.3921,4.4999,0.000,0.000,0.000,0.88099313192,-0.06133252114,50.0000,2.457
822000,4059440.9650,-249281.3237,4896781.1634,-5.0108,7.3921,4.4999,0.000,0.000,0.000,0.000,0.000,0.000,0.88099424136,-0.06133078253,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059440.9650,-249281.3237,4896781.1634,-5.0108,7.3921,4.4999,0.000,0.000,0.000,0.88099424136,-0.06133078253,50.0000,2.456
823000,4059435.9543,-249273.9317,4896785.6633,-5.0108,7.3921,4.4999,0.000,0.000,0.000,0.000,0.000,0.000,0.88099535080,-0.06132904392,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059435.9543,-249273.9317,4896785.6633,-5.0108,7.3921,4.4999,0.000,0.000,0.000,0.88099535080,-0.06132904392,50.0000,2.456
824000,4059430.9435,-249266.5396,4896790.1632,-5.0108,7.3921,4.4999,0.000,0.000,0.000,0.000,0.000,0.000,0.88099646025,-0.06132730531,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059430.9435,-249266.5396,4896790.1632,-5.0108,7.3921,4.4999,0.000,0.000,0.000,0.88099646025,-0.06132730531,50.0000,2.456
825000,4059425.9326,-249259.1475,4896794.6631,-5.0108,7.3921,4.4999,0.000,0.000,0.000,0.000,0.000,0.000,0.88099756969,-0.06132556670,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059425.9326,-249259.1475,4896794.6631,-5.0108,7.3921,4.4999,0.000,0.000,0.000,0.88099756969,-0.06132556670,50.0000,2.456
826000,4059420.9218,-249251.7555,4896799.1630,-5.0108,7.3921,4.4999,0.000,0.000,0.000,0.000,0.000,0.000,0.88099867913,-0.06132382809,50.0000,0.785398000,0.000000000,0.000000000,0.000000,-0.000002,-0.000001,0.0000,0.0000,0.0000,4059420.9218,-249251.7555,4896799.1630,-5.0108,7.3921,4.4999,0.000,0.000,0.000,0.88099867913,-0.06132382809,50.0000,2.456
